PlayerID,Timestamp,GameMode,Level,FinalScore,Completed,SuccessRate(%),HitRate(%),FalseAlarms,InitialResponseTime(ms),AvgInterTargetTime(ms),"HitPositions(x,y)",ParticipantID,TargetLoad,Modality,target_col,thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,instrTxt.started,startMouse.started,instructions.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,trial.started,square.started,mouse.started,trial_counter.started,target.started,instruct.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,feedback.started,fb.started,trial_counter_2.started,feedback.stopped,fb.stopped,trial_counter_2.stopped,thanks.started,endMsg.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,Unnamed: 56,thanks.stopped,Unnamed: 46,Unnamed: 44,Unnamed: 54,click_times,Unnamed: 45
,,,,,,,,,,,,1,Single,Lab,red,,,,[0.06888888888888889],[-0.04611111111111111],[1],[0],[0],[1.2924853000004077],['target'],2.0,1.0,7.0,2.0,54.90183350000007,,,,,,,,,,,54.785644100000354,54.90183350000007,0.0876391000001604,54.90183350000007,54.90183350000007,54.90183350000007,56.15922690000116,,,,,,,,56.1602098000003,56.18313070000113,56.18313070000113,57.16225800000029,,,,,1,2.0,2026-02-03_15h36.25.316,visual_search,,2024.1.5,,2026-02-03 15h36.44.053001 +0530,,,,,,,
,,,,,,,,,,,,1,Single,Lab,white,,,,[-0.115],[0.10388888888888889],[1],[0],[0],[1.6319187000008242],['target'],2.0,2.0,8.0,0.0,57.26888830000098,,,,,,,,,,,57.16271870000128,57.26888830000098,0.0819050000009156,57.26888830000098,57.26888830000098,57.26888830000098,58.87496060000012,,,,,,,,58.875795600000856,58.89655640000092,58.89655640000092,59.87849650000135,,,,,1,2.0,2026-02-03_15h36.25.316,visual_search,,2024.1.5,,2026-02-03 15h36.44.053001 +0530,,,,,,,
,,,,,,,,,,,,1,Single,Lab,red,,,,[-0.24944444444444444],[0.10777777777777778],[1],[0],[0],[1.443444599999566],['target'],3.0,0.0,9.0,2.0,59.99116660000072,,,,,,,,,,,59.87894220000089,59.99116660000072,0.0793211000000155,59.99116660000072,59.99116660000072,59.99116660000072,61.39952030000131,,,,,,,,61.40036920000057,61.42116150000038,61.42116150000038,62.411421300001166,,,,,1,2.0,2026-02-03_15h36.25.316,visual_search,,2024.1.5,,2026-02-03 15h36.44.053001 +0530,,,,,,,
,,,,,,,,,,,,1,Single,Lab,white,,,,[-0.1711111111111111],[0.06888888888888889],[1],[0],[0],[2.097395900000265],['target'],3.0,1.0,10.0,0.0,62.52520080000068,,,,,,,,,,,62.41194490000089,62.52520080000068,0.0895662999992055,62.52520080000068,62.52520080000068,62.52520080000068,64.58828730000096,,,,,,,,64.5891343000003,64.61138030000075,64.61138030000075,65.59982120000132,,,,,1,2.0,2026-02-03_15h36.25.316,visual_search,,2024.1.5,,2026-02-03 15h36.44.053001 +0530,,,,,,,
,,,,,,,,,,,,1,Single,Lab,white,,,,[0.052222222222222225],[-0.22277777777777777],[1],[0],[0],[2.6928232000009302],['target'],3.0,2.0,11.0,1.0,65.70229450000079,,,,,,,,,,,65.60025700000006,65.70229450000079,0.0837197000000742,65.70229450000079,65.70229450000079,65.70229450000079,68.36663970000154,,,,,,,,68.36754900000051,68.3874080000005,68.3874080000005,69.3715585000009,,,,,1,2.0,2026-02-03_15h36.25.316,visual_search,,2024.1.5,,2026-02-03 15h36.44.053001 +0530,,,,,,,
,,,,,,,,,,,,1,Single,Lab,white,,,,[-0.07],[-0.12055555555555555],[1],[0],[0],[1.7816542999989906],['target'],4.0,0.0,12.0,0.0,69.47340120000081,,,,,,,,,,,69.37201210000057,69.47340120000081,0.0776037999985419,69.47340120000081,69.47340120000081,69.47340120000081,71.22783190000155,,,,,,,,71.22869710000123,71.2468456000006,71.2468456000006,72.23776440000074,,,,,1,2.0,2026-02-03_15h36.25.316,visual_search,,2024.1.5,,2026-02-03 15h36.44.053001 +0530,,,,,,,
,,,,,,,,,,,,1,Single,Lab,red,,,,[-0.1827777777777778],[-0.19111111111111112],[1],[0],[0],[1.218052300000636],['target'],4.0,1.0,13.0,2.0,72.34310730000107,,,,,,,,,,,72.23821090000092,72.34310730000107,0.0878863999987515,72.34310730000107,72.34310730000107,72.34310730000107,73.53552820000004,,,,,,,,73.53639480000129,73.55617090000123,73.55617090000123,74.53729879999992,,,,,1,2.0,2026-02-03_15h36.25.316,visual_search,,2024.1.5,,2026-02-03 15h36.44.053001 +0530,,,,,,,
,,,,,,,,,,,,1,Single,Lab,white,,,,[0.205],[-0.09833333333333333],[1],[0],[0],[2.179066700000476],['target'],4.0,2.0,14.0,1.0,74.64196179999999,,,,,,,,,,,74.53781270000036,74.64196179999999,0.077201199999763,74.64196179999999,74.64196179999999,74.64196179999999,76.79351690000112,,,,,,,,76.79437280000093,76.81438909999997,76.81438909999997,77.8041473000012,,,,,1,2.0,2026-02-03_15h36.25.316,visual_search,,2024.1.5,,2026-02-03 15h36.44.053001 +0530,,,,,,,
,,,,,,,,,,,,1,Single,Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.80424240000139,77.82305590000033,1,2.0,2026-02-03_15h36.25.316,visual_search,,2024.1.5,,2026-02-03 15h36.44.053001 +0530,,87.80215120000139,,,,,
,,,,,,,,,,,,20,Single,Lab,,,,,,,,,,,,,,,,,,0.0090297000024293,0.018676100000448,0.0084481000012601,30.49768260000201,0.0188888888888888,0.0133333333333333,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,white,,,,[0.18944444444444444],[-0.08388888888888889],[1],[0],[0],[1.6135176999996474],['target'],0.0,0.0,0.0,0.0,30.57992580000064,,,,,,,,,,,30.510174600000028,30.57992580000064,0.0629017999999632,30.57992580000064,30.57992580000064,30.57992580000064,32.17481950000001,,,,,,,,32.17633420000129,32.1934175000024,32.1934175000024,33.18012129999988,,,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,red,,,,[-0.020555555555555556],[0.19833333333333333],[1],[0],[0],[1.887859300000855],['target'],0.0,1.0,1.0,2.0,33.250012600001355,,,,,,,,,,,33.181185400000686,33.250012600001355,0.0559553999992203,33.250012600001355,33.250012600001355,33.250012600001355,35.12060520000159,,,,,,,,35.1211543999998,35.13581139999951,35.13581139999951,36.130043000001024,,,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,white,,,,[-0.23444444444444446],[-0.009444444444444445],[1],[0],[0],[1.7460783999995328],['target'],0.0,2.0,2.0,1.0,36.20231870000134,,,,,,,,,,,36.13145930000246,36.20231870000134,0.0630544000014197,36.20231870000134,36.20231870000134,36.20231870000134,37.93067270000029,,,,,,,,37.93116540000119,37.94414239999969,37.94414239999969,38.92897960000119,38.99302330000137,38.99302330000137,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,white,,,,[0.14777777777777779],[0.12111111111111111],[1],[0],[0],[1.1439540999999736],['target'],1.0,0.0,3.0,1.0,38.99302330000137,,,,,,,,,,,38.929456100002426,38.99302330000137,0.0442320999973162,38.99302330000137,38.99302330000137,38.99302330000137,40.119998100002704,,,,,,,,40.12084070000128,40.1355051999999,40.1355051999999,41.12833500000124,,,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,red,,,,[-0.14833333333333334],[-0.13055555555555556],[1],[0],[0],[1.4664333000000624],['target'],1.0,1.0,4.0,2.0,41.20557010000266,,,,,,,,,,,41.12901620000048,41.20557010000266,0.0655504999995173,41.20557010000266,41.20557010000266,41.20557010000266,42.65325550000125,,,,,,,,42.6538412000009,42.66589759999988,42.66589759999988,43.662239000001136,,,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,white,,,,[0.15666666666666668],[0.065],[1],[0],[0],[2.199846899999102],['target'],1.0,2.0,5.0,0.0,43.73486970000158,,,,,,,,,,,43.66328890000296,43.73486970000158,0.0627644000014697,43.73486970000158,43.73486970000158,43.73486970000158,45.91693950000263,,,,,,,,45.91746899999998,45.93091480000294,45.93091480000294,46.92767480000112,,,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,red,,,,[0.19666666666666666],[0.1988888888888889],[1],[0],[0],[1.570393599999079],['target'],2.0,0.0,6.0,2.0,46.99940580000112,,,,,,,,,,,46.92846190000273,46.99940580000112,0.0629981999991287,46.99940580000112,46.99940580000112,46.99940580000112,48.5514914000014,,,,,,,,48.5520045000012,48.56433390000166,48.56433390000166,49.56114660000094,,,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,white,,,,[-0.05388888888888889],[-0.11388888888888889],[1],[0],[0],[1.5708950000007462],['target'],2.0,1.0,7.0,0.0,49.6311867000004,,,,,,,,,,,49.56239300000016,49.6311867000004,0.0605911999991803,49.6311867000004,49.6311867000004,49.6311867000004,51.18385750000016,,,,,,,,51.18439600000056,51.19305540000278,51.19305540000278,52.17824810000093,52.24708310000278,52.24708310000278,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,white,,,,[0.06],[0.18722222222222223],[1],[0],[0],[1.4471610999971745],['target'],2.0,2.0,8.0,1.0,52.24708310000278,,,,,,,,,,,52.17895219999991,52.24708310000278,0.0434927999995125,52.24708310000278,52.24708310000278,52.24708310000278,53.67543810000279,,,,,,,,53.675947100000485,53.68799829999989,53.68799829999989,54.67713650000224,,,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,red,,,,[-0.12222222222222222],[0.18555555555555556],[1],[0],[0],[1.060898300002009],['target'],3.0,0.0,9.0,2.0,54.74876580000273,,,,,,,,,,,54.678084499999386,54.74876580000273,0.0537406000003102,54.74876580000273,54.74876580000273,54.74876580000273,55.79164650000166,,,,,,,,55.792838200002734,55.81120260000171,55.81120260000171,56.79338579999967,,,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,white,,,,[0.06444444444444444],[-0.07333333333333333],[1],[0],[0],[1.4026129000012588],['target'],3.0,1.0,10.0,0.0,56.86416960000133,,,,,,,,,,,56.79430910000156,56.86416960000133,0.0528601000005437,56.86416960000133,56.86416960000133,56.86416960000133,58.248710500000016,,,,,,,,58.249250400000165,58.26114030000099,58.26114030000099,59.25985200000287,,,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,white,,,,[0.08166666666666667],[0.18944444444444444],[1],[0],[0],[1.318888000001607],['target'],3.0,2.0,11.0,1.0,59.32867950000218,,,,,,,,,,,59.26064010000118,59.32867950000218,0.0616515000001527,59.32867950000218,59.32867950000218,59.32867950000218,60.630193700002565,,,,,,,,60.6307403000028,60.642473200001405,60.642473200001405,61.6274579000019,61.69746850000229,61.69746850000229,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,red,,,,[0.2238888888888889],[-0.08388888888888889],[1],[0],[0],[1.3333700000002864],['target'],4.0,0.0,12.0,2.0,61.69746850000229,,,,,,,,,,,61.6281510000008,61.69746850000229,0.0485159000018029,61.69746850000229,61.69746850000229,61.69746850000229,63.0131031000019,,,,,,,,63.01372700000138,63.02617210000244,63.02617210000244,64.02561100000094,,,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,white,,,,[-0.05722222222222222],[-0.12611111111111112],[1],[0],[0],[1.3673665999995137],['target'],4.0,1.0,13.0,0.0,64.0957006000026,,,,,,,,,,,64.02649130000282,64.0957006000026,0.0633307999996759,64.0957006000026,64.0957006000026,64.0957006000026,65.44487600000139,,,,,,,,65.44540260000213,65.45780510000259,65.45780510000259,66.44271769999978,66.51077050000094,66.51077050000094,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,white,,,,[-0.07555555555555556],[0.1511111111111111],[1],[0],[0],[1.265601400002197],['target'],4.0,2.0,14.0,1.0,66.51077050000094,,,,,,,,,,,66.44338650000282,66.51077050000094,0.0472878999971726,66.51077050000094,66.51077050000094,66.51077050000094,67.75871740000002,,,,,,,,67.75928639999984,67.77420720000009,67.77420720000009,68.75971879999997,68.77429960000154,68.77429960000154,,,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,,,,,,
,,,,,,,,,,,,20,Single,Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.75986890000058,68.77429960000154,20,1.0,2026-02-05_15h08.46.457,visual_search,,2024.1.5,,2026-02-05 15h09.06.702736 +0530,,78.77340240000194,,,,,
,,,,,,,,,,,,21,Single,Lab,,,,,,,,,,,,,,,,,,0.0131294999991951,0.0186291999998502,0.0128739000028872,21.99741709999944,-0.1133333333333333,0.1438888888888889,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,white,,,,[0.22055555555555556],[0.008333333333333333],[1],[0],[0],[2.45739500000127],['target'],0.0,0.0,0.0,0.0,22.066401799998857,,,,,,,,,,,22.00940730000002,22.066401799998857,0.0536944000014045,22.066401799998857,22.066401799998857,22.066401799998857,24.509568699999363,,,,,,,,24.510190500001045,24.52169589999903,24.52169589999903,25.512659500000154,,,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,white,,,,[-0.16055555555555556],[-0.15333333333333332],[1],[0],[0],[2.1895696999999927],['target'],0.0,1.0,1.0,1.0,25.57837569999901,,,,,,,,,,,25.51313790000131,25.57837569999901,0.0529280000009748,25.57837569999901,25.57837569999901,25.57837569999901,27.753337199999805,,,,,,,,27.754284300001014,27.76881890000004,27.76881890000004,28.756867899999637,,,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,red,,,,[-0.21833333333333332],[0.08944444444444444],[1],[0],[0],[1.4969051999978547],['target'],0.0,2.0,2.0,2.0,28.82173949999924,,,,,,,,,,,28.75732179999977,28.82173949999924,0.0496165000004111,28.82173949999924,28.82173949999924,28.82173949999924,30.30143229999885,,,,,,,,30.30212290000054,30.31768590000138,30.31768590000138,31.301715000001423,31.371957100000145,31.371957100000145,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,white,,,,[0.1272222222222222],[0.04555555555555556],[1],[0],[0],[1.4293838000012329],['target'],1.0,0.0,3.0,0.0,31.371957100000145,,,,,,,,,,,31.30225910000081,31.371957100000145,0.0512223000005178,31.371957100000145,31.371957100000145,31.371957100000145,32.783145199999126,,,,,,,,32.783550600001035,32.793596600000456,32.793596600000456,33.77914420000161,33.83264119999876,33.83264119999876,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,red,,,,[-0.07111111111111111],[-0.008333333333333333],[1],[0],[0],[1.624982599998475],['target'],1.0,1.0,4.0,2.0,33.83264119999876,,,,,,,,,,,33.77967920000083,33.83264119999876,0.0355818999996699,33.83264119999876,33.83264119999876,33.83264119999876,35.44468450000204,,,,,,,,35.44539509999959,35.45865640000193,35.45865640000193,36.44535000000178,36.50101179999911,36.50101179999911,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,white,,,,[-0.07166666666666667],[0.058888888888888886],[1],[0],[0],[1.1493651999990107],['target'],1.0,2.0,5.0,1.0,36.50101179999911,,,,,,,,,,,36.44597010000143,36.50101179999911,0.038853599999129,36.50101179999911,36.50101179999911,36.50101179999911,37.63417520000076,,,,,,,,37.63490180000008,37.64816599999904,37.64816599999904,38.63418459999957,38.69826269999976,38.69826269999976,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,white,,,,[0.205],[-0.11444444444444445],[1],[0],[0],[1.6839776000015263],['target'],2.0,0.0,6.0,1.0,38.69826269999976,,,,,,,,,,,38.63483410000117,38.69826269999976,0.0437492999990354,38.69826269999976,38.69826269999976,38.69826269999976,40.362894400001096,,,,,,,,40.363255899999785,40.37182060000123,40.37182060000123,41.3558832000017,41.41308140000183,41.41308140000183,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,red,,,,[-0.12555555555555556],[-0.10333333333333333],[1],[0],[0],[1.3410597999973106],['target'],2.0,1.0,7.0,2.0,41.41308140000183,,,,,,,,,,,41.35655780000161,41.41308140000183,0.0362617999999201,41.41308140000183,41.41308140000183,41.41308140000183,42.74115100000199,,,,,,,,42.74188240000149,42.75518400000146,42.75518400000146,43.74363259999882,,,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,white,,,,[-0.0016666666666666668],[-0.022222222222222223],[1],[0],[0],[1.3575387999990198],['target'],2.0,2.0,8.0,0.0,43.801618000001326,,,,,,,,,,,43.74424699999872,43.801618000001326,0.0410369999990507,43.801618000001326,43.801618000001326,43.801618000001326,45.14096090000021,,,,,,,,45.1416160000008,45.15334939999957,45.15334939999957,46.14330139999947,,,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,white,,,,[-0.035],[0.14055555555555554],[1],[0],[0],[1.4323052999970969],['target'],3.0,0.0,9.0,1.0,46.20033239999975,,,,,,,,,,,46.143698299998505,46.20033239999975,0.0449272000005294,46.20033239999975,46.20033239999975,46.20033239999975,47.619195899998886,,,,,,,,47.6196540000019,47.62962469999911,47.62962469999911,48.62093530000129,,,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,white,,,,[0.17333333333333334],[0.24055555555555555],[1],[0],[0],[1.6989772999986599],['target'],3.0,1.0,10.0,0.0,48.67745120000109,,,,,,,,,,,48.62148410000009,48.67745120000109,0.0400343000001157,48.67745120000109,48.67745120000109,48.67745120000109,50.35917060000065,,,,,,,,50.3597574000014,50.370845599998574,50.370845599998574,51.35486250000031,51.41199870000128,51.41199870000128,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,red,,,,[-0.2061111111111111],[0.0961111111111111],[1],[0],[0],[1.4225956000009319],['target'],3.0,2.0,11.0,2.0,51.41199870000128,,,,,,,,,,,51.35551510000005,51.41199870000128,0.0385618999971484,51.41199870000128,51.41199870000128,51.41199870000128,52.82128089999969,,,,,,,,52.82175500000085,52.833214000002044,52.833214000002044,53.82090830000016,53.88563459999932,53.88563459999932,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,red,,,,[-0.025555555555555557],[0.12222222222222222],[1],[0],[0],[1.1346020000019053],['target'],4.0,0.0,12.0,2.0,53.88563459999932,,,,,,,,,,,53.82151460000023,53.88563459999932,0.0464809999975841,53.88563459999932,53.88563459999932,53.88563459999932,55.00320239999928,,,,,,,,55.00366750000103,55.01409899999999,55.01409899999999,55.99837230000048,56.05289279999852,56.05289279999852,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,white,,,,[-0.041666666666666664],[0.09555555555555556],[1],[0],[0],[0.9317074999999022],['target'],4.0,1.0,13.0,0.0,56.05289279999852,,,,,,,,,,,55.99903199999972,56.05289279999852,0.0357908999976643,56.05289279999852,56.05289279999852,56.05289279999852,56.971660399998655,,,,,,,,56.972338200001104,56.98683170000004,56.98683170000004,57.97514439999941,,,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,white,,,,[0.03333333333333333],[-0.034444444444444444],[1],[0],[0],[1.8570206000003964],['target'],4.0,2.0,14.0,1.0,58.03676279999854,,,,,,,,,,,57.9757282999999,58.03676279999854,0.0477180000016232,58.03676279999854,58.03676279999854,58.03676279999854,59.87766510000074,,,,,,,,59.87840789999973,59.892518100001325,59.892518100001325,60.88565000000017,,,,,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,,,,,,
,,,,,,,,,,,,21,Single,Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.88582619999943,60.89807590000055,21,1.0,2026-02-05_15h30.59.402,visual_search,,2024.1.5,,2026-02-05 15h32.46.264127 +0530,,70.88434599999891,,,,,
,,,,,,,,,,,,2,Single,Lab,,,,,,,,,,,,,,,,,,0.0083026000011159,0.0169487000002845,0.007817800000339,4.2899007000014535,-0.13,0.135,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,1.0,2026-02-03_15h42.21.979,visual_search,,2024.1.5,,2026-02-03 15h42.38.204994 +0530,,,,,,,
,,,,,,,,,,,,2,Single,Lab,white,,,,[0.049444444444444444],[-0.1388888888888889],[1],[0],[0],[5.929118300000482],['target'],0.0,0.0,0.0,0.0,4.414844900000389,,,,,,,,,,,4.303164400000242,4.414844900000389,0.0956403000000136,4.414844900000389,4.414844900000389,4.414844900000389,10.31557840000096,,,,,,,,10.317029100000582,10.340183199999956,10.340183199999956,11.31712990000051,,,,,2,1.0,2026-02-03_15h42.21.979,visual_search,,2024.1.5,,2026-02-03 15h42.38.204994 +0530,,,,,,,
